target_id	length	eff_length	est_counts	tpm
CLUG_00001T0	1842	3075.66	42	3.54685
CLUG_00002T0	1425	2361.29	3	0.329993
CLUG_00003T0	1767	2560.92	4	0.405692
CLUG_00004T0	1752	2808.9	26	2.40419
CLUG_00005T0	1113	1500.44	20	3.46212
CLUG_00006T0	954	776.897	0	0
CLUG_00007T0	1323	2008.43	21	2.71579
CLUG_00008T0	1104	1563.82	6	0.996546
CLUG_00009T0	873	1230.74	71	14.9839
CLUG_00010T0	750	1015.03	2	0.511782
CLUG_00011T0	1803	2852.22	6	0.546388
CLUG_00012T0	1413	1959.76	4	0.530139
CLUG_00013T0	1518	2248.73	1	0.115503
CLUG_00014T0	1086	908.897	0	0
CLUG_00015T0	1638	2388.44	74	8.0473
CLUG_00016T0	951	1146.48	2	0.453101
CLUG_00017T0	1008	1424.42	734	133.841
CLUG_00018T0	1467	2364.03	42	4.61455
CLUG_00019T0	1095	1761.47	3	0.442363
CLUG_00020T0	1014	1700.97	6	0.91619
CLUG_00021T0	435	458.217	2	1.13368
CLUG_00022T0	990	1467.89	14	2.47723
CLUG_00023T0	453	715.229	19	6.89987
CLUG_00024T0	666	938.04	36	9.96812
CLUG_00025T0	1371	2024.82	64	8.20965
CLUG_00026T0	4206	6858.16	23	0.871068
CLUG_00027T0	1698	2353.44	4	0.441457
CLUG_00028T0	858	680.897	0	0
CLUG_00029T0	1359	2361.05	1	0.110009
CLUG_00030T0	594	973.959	2	0.533361
CLUG_00031T0	207	244.913	13	13.7868
CLUG_00032T0	1227	2023.96	30	3.84992
CLUG_00033T0	711	981.355	72	19.0563
CLUG_00034T0	2391	3744.25	467	32.3955
CLUG_00035T0	2817	4512.26	99	5.69867
CLUG_00036T0	5670	8894.98	9	0.262803
CLUG_00037T0	1224	1939.66	1	0.133908
CLUG_00038T0	798	1055.08	78	19.2019
CLUG_00039T0	1191	1546.9	2	0.335814
CLUG_00040T0	555	538.264	3	1.44763
CLUG_00041T0	1380	1859.37	9	1.25721
CLUG_00042T0	1089	911.897	0	0
CLUG_00043T0	2451	3736.4	10	0.695151
CLUG_00044T0	2508	3982.94	7	0.456485
CLUG_00045T0	660	482.897	0	0
CLUG_00046T0	1218	1616.83	258	41.4466
CLUG_00047T0	1443	1838.35	15	2.11932
CLUG_00048T0	1248	1803.09	6	0.864302
CLUG_00049T0	1677	2383.74	17	1.85235
CLUG_00050T0	1374	1846.44	7	0.984678
CLUG_00051T0	978	1199.58	45	9.7435
CLUG_00052T0	4236	6374.94	10	0.407433
CLUG_00053T0	1485	2275.83	68	7.7607
CLUG_00054T0	1476	2290.62	6	0.680346
CLUG_00055T0	1056	1495.9	4	0.694527
CLUG_00056T0	2169	3293.54	1	0.0788624
CLUG_00057T0	1629	2836.86	4	0.366231
CLUG_00058T0	930	1427.28	1	0.18198
CLUG_00059T0	717	539.897	0	0
CLUG_00060T0	1044	1738.17	2	0.298862
CLUG_00061T0	960	1667.79	2	0.311473
CLUG_00062T0	1170	1530.93	1	0.169659
CLUG_00063T0	3522	3344.9	0	0
CLUG_00064T0	870	1491.04	1	0.174198
CLUG_00065T0	1035	1152.21	2	0.45085
CLUG_00066T0	2259	3364.31	4	0.308814
CLUG_00067T0	513	336.125	0	0
CLUG_00068T0	1251	1963.65	37	4.89407
CLUG_00069T0	1290	1544.07	8	1.34572
CLUG_00070T0	804	1074.14	4	0.96723
CLUG_00071T0	1314	1721.72	13	1.96116
CLUG_00072T0	2151	3285.73	14	1.10669
CLUG_00073T0	4293	7426.34	24	0.8394
CLUG_00074T0	1359	1855.94	10	1.39949
CLUG_00075T0	990	1167.29	13	2.89267
CLUG_00076T0	693	515.897	0	0
CLUG_00077T0	1938	2931.73	5	0.442974
CLUG_00078T0	1086	1842.85	24	3.38262
CLUG_00079T0	420	383.066	1	0.678045
CLUG_00080T0	2019	4045.17	377	24.2068
CLUG_00081T0	1542	2151.11	34	4.10534
CLUG_00082T0	1464	2405.87	5	0.539796
CLUG_00083T0	1581	2243.53	1	0.115771
CLUG_00084T0	792	1166.16	4	0.89091
CLUG_00085T0	723	975.423	11	2.92909
CLUG_00086T0	1629	3346.22	43	3.33769
